Driver_Age,Vehicle_Value,Tax,Price,Vehicle_Mileage,Credit_Score,Licence_Length_Years,Date,Marital_Status,Sale
36,8000,47.6390858,476.390858,4000,319.5761415,7.163112683,19/10/2015,M,1
31,6000,65.79616342,657.9616342,7000,499.1666083,3.660702906,19/10/2015,S,1
22,8000,40.08573892,400.8573892,8000,439.9664789,0.913968909,19/10/2015,M,1
29,8000,51.45296908,514.5296908,7000,372.0838582,8.16912608,19/10/2015,S,1
34,7000,80.64939277,806.4939277,7000,319.9636057,8.546878911,19/10/2015,S,1
23,8000,64.44425181,644.4425181,7000,433.1564696,3.323320374,19/10/2015,M,1
24,8000,61.63338048,616.3338048,5000,444.0033912,2.108233348,19/10/2015,S,1
33,8000,72.95397453,729.5397453,5000,362.0152487,8.356024422,19/10/2015,M,1
33,9000,73.42054823,734.2054823,6000,332.0214787,9.066757485,19/10/2015,S,1
26,10000,52.2851085,522.851085,6000,277.9837095,6.620779838,19/10/2015,M,1
29,8000,61.32782765,613.2782765,10000,478.8264457,8.766762759,19/10/2015,M,1
25,7000,67.32473715,673.2473715,8000,381.0469532,1.719967162,19/10/2015,M,1
18,8000,74.32396222,743.2396222,7000,517.0917518,0.117479194,19/10/2015,S,1
23,10000,36.84814373,368.4814373,7000,487.96449,3.139018942,19/10/2015,M,1
25,9000,72.13746145,721.3746145,5000,479.5167734,1.64621279,19/10/2015,M,1
43,9000,59.04833708,590.4833708,9000,515.038491,4.717019334,20/10/2015,S,0
29,9000,26.78899206,267.8899206,7000,341.7087522,7.957995691,20/10/2015,M,0
29,8000,35.90605065,359.0605065,7000,346.8780214,7.254893287,20/10/2015,S,0
25,8000,15.41412904,154.1412904,4000,195.6944691,1.156410183,20/10/2015,M,0
35,9000,56.04064898,560.4064898,8000,414.2362808,7.821213115,20/10/2015,S,0
36,8000,28.82963514,288.2963514,6000,261.8629075,12.66640938,20/10/2015,S,0
28,9000,49.5926239,495.926239,7000,357.8302703,6.429434446,20/10/2015,M,0
18,8000,34.6460012,346.460012,6000,261.3395565,0.648835983,20/10/2015,S,0
23,7000,41.93211268,419.3211268,9000,396.6558803,2.823206946,20/10/2015,M,0
22,8000,40.61981858,406.1981858,5000,555.831883,1.443962749,20/10/2015,M,0
37,8000,,486.1502885,7000,368.6822098,6.729758641,20/10/2015,M,0
22,8000,44.17051015,441.7051015,9000,474.6664839,1.998672704,20/10/2015,M,0
,9000,49.44338658,494.4338658,6000,436.682109,5.538159958,20/10/2015,S,0
,8000,44.17214221,441.7214221,7000,403.4483675,6.134946225,20/10/2015,S,0
46,8000,47.5950215,475.950215,7000,407.570167,7.717967021,20/10/2015,S,0
33,7000,41.83856955,418.3856955,8000,475.1654733,10.47349789,20/10/2015,M,0
18,7000,40.8269832,408.269832,5000,598.7519039,0.342053552,20/10/2015,M,0
51,10000,52.80951016,528.0951016,7000,555.8493754,10.29489062,20/10/2015,S,0
45,7000,38.26285004,382.6285004,7000,487.1858318,8.488032624,20/10/2015,S,0
31,7000,43.37814434,433.7814434,6000,438.2123528,12.31792038,20/10/2015,M,0
25,7000,57.26345498,572.6345498,5000,401.9472138,2.892374932,20/10/2015,M,0
39,,43.7126345,,9000,324.3586004,9.834424609,20/10/2015,S,0
23,8000,47.91018417,479.1018417,7000,285.7310723,4.642621425,20/10/2015,M,0
40,10000,60.74667761,607.4667761,8000,381.2632173,6.05932821,20/10/2015,M,0
31,5000,43.42336245,434.2336245,6000,332.1219288,7.598771406,20/10/2015,M,0
20,6000,28.61871936,286.1871936,7000,333.0365352,1.21806338,20/10/2015,M,0
48,9000,38.40755134,384.0755134,7000,496.150862,9.803591669,20/10/2015,M,0
29,8000,45.14310685,451.4310685,7000,465.0018828,9.494940038,20/10/2015,S,0
25,8000,40.66273591,406.6273591,5000,341.1676408,5.244433888,20/10/2015,S,0
30,9000,45.7064282,457.064282,7000,373.1367702,6.14679374,20/10/2015,M,0
30,8000,39.91891048,399.1891048,7000,318.8308996,6.032823936,20/10/2015,S,0
35,9000,48.74643263,487.4643263,6000,347.886423,,20/10/2015,S,0
35,6000,25.54502976,255.4502976,7000,338.0050559,10.51250049,20/10/2015,M,0
37,9000,46.56271205,465.6271205,7000,403.1837407,7.472267309,20/10/2015,M,0
31,7000,42.17534077,421.7534077,7000,366.6504859,4.012863545,20/10/2015,M,0
24,8000,42.45893172,424.5893172,6000,545.9035259,5.893435695,20/10/2015,M,0
22,8000,29.39204341,293.9204341,5000,362.4486148,0.234510905,20/10/2015,S,0
45,8000,27.4856634,274.856634,6000,202.2500985,6.520891692,20/10/2015,S,0
,8000,30.48809369,304.8809369,6000,533.1374777,6.138343685,20/10/2015,S,0
37,9000,65.78393841,657.8393841,6000,386.1905689,12.18615676,20/10/2015,M,1
19,8000,60.50343281,605.0343281,6000,380.4305359,0.633578147,20/10/2015,M,1
34,7000,66.77670269,667.7670269,8000,318.8786392,9.493895152,20/10/2015,M,1
19,8000,65.20994565,652.0994565,8000,365.5508882,0.481715602,20/10/2015,S,1
36,9000,62.15376866,621.5376866,9000,349.8575366,7.502247126,20/10/2015,M,1
28,10000,67.29725047,672.9725047,7000,466.7885366,8.663984706,20/10/2015,S,1
37,8000,70.6198954,706.198954,6000,297.3170755,4.214920853,20/10/2015,S,1
31,8000,35.52774598,355.2774598,8000,311.0159132,8.911094886,20/10/2015,M,1
34,5000,82.93462639,829.3462639,6000,470.7009983,5.467924523,20/10/2015,,1
31,6000,80.50325495,805.0325495,10000,316.5029186,6.427007131,20/10/2015,M,1
30,5000,67.59323567,675.9323567,7000,354.2169714,9.273393615,20/10/2015,M,1
29,7000,58.95972818,589.5972818,7000,425.5959174,8.312135239,20/10/2015,M,1
20,9000,54.86361338,548.6361338,8000,372.152184,0.776634902,20/10/2015,M,1
33,8000,50.65018458,506.5018458,7000,377.1614745,4.666890189,20/10/2015,S,1
28,8000,43.37471306,433.7471306,7000,454.3181394,,20/10/2015,S,1
22,6000,51.97401662,519.7401662,6000,314.5172475,1.552201092,20/10/2015,M,1
21,9000,60.14307514,601.4307514,10000,521.460262,1.144100224,20/10/2015,M,1
31,9000,76.6266129,766.266129,7000,668.408867,8.719587088,20/10/2015,M,1
33,8000,60.74010394,607.4010394,8000,449.5120524,11.79969336,20/10/2015,M,1
23,7000,40.59049239,405.9049239,9000,417.8006497,2.522089533,20/10/2015,S,1
26,9000,68.05162124,680.5162124,6000,541.8050979,4.506251421,20/10/2015,M,1
33,8000,75.34338014,753.4338014,5000,439.3859144,10.02281925,20/10/2015,D,1
29,8000,72.82324954,728.2324954,6000,316.9515001,8.990443029,20/10/2015,M,1
23,8000,50.3995075,,8000,385.7416497,2.855824326,20/10/2015,S,1
31,10000,49.72859388,497.2859388,8000,340.1575473,8.246749953,20/10/2015,M,1
27,10000,71.1611787,711.611787,7000,427.3028532,5.208883564,20/10/2015,S,1
33,7000,68.50576797,685.0576797,8000,328.0471676,10.0888542,20/10/2015,S,1
33,6000,66.32251213,663.2251213,6000,311.0034721,13.41990445,20/10/2015,S,1
24,4000,53.68867531,536.8867531,6000,316.2262638,4.823129943,20/10/2015,D,1
29,7000,63.0528842,630.528842,4000,408.6801984,7.952980399,20/10/2015,M,1
20,7000,80.00453392,800.0453392,7000,483.9064599,0.959489216,20/10/2015,M,1
34,7000,71.27818116,712.7818116,5000,195.0879623,10.82088441,20/10/2015,S,1
29,6000,51.10298633,511.0298633,6000,319.5249847,10.98722097,20/10/2015,M,1
34,7000,70.08837028,700.8837028,8000,9999,7.897089051,20/10/2015,M,1
23,8000,68.83118106,688.3118106,6000,353.2722882,4.981350412,20/10/2015,M,1
35,8000,61.59407288,615.9407288,8000,420.3296103,10.49365772,20/10/2015,M,1
18,7000,71.95492691,719.5492691,6000,575.100824,0.092612638,20/10/2015,M,1
24,9000,48.99777391,489.9777391,7000,434.5422424,1.134479073,21/10/2015,M,0
35,7000,46.04856227,460.4856227,7000,405.3899944,6.259186761,21/10/2015,S,0
34,6000,37.4830194,374.830194,7000,320.340108,6.358904738,21/10/2015,S,0
30,7000,41.34734259,413.4734259,7000,427.4209456,10.85866278,21/10/2015,M,0
20,7000,37.46545436,374.6545436,7000,374.2045356,1.040379752,21/10/2015,S,0
25,7000,44.97472256,449.7472256,9000,486.6809925,2.145606315,21/10/2015,M,0
35,8000,44.52411454,445.2411454,8000,437.8677681,8.866613315,21/10/2015,M,0
32,8000,45.6614645,456.614645,5000,151.9134718,5.405836544,21/10/2015,S,0
43,8000,39.24009763,392.4009763,9000,242.4558454,10.19872528,21/10/2015,S,0
39,8000,43.10569415,431.0569415,8000,532.6288784,9.308805712,21/10/2015,M,0
29,8000,52.92775772,529.2775772,10000,386.2229224,7.744135057,21/10/2015,S,0
36,8000,37.12764167,371.2764167,7000,457.4041677,8.893690796,21/10/2015,S,0
21,8000,38.71619422,387.1619422,8000,329.9054883,0.172773574,21/10/2015,S,0
27,10000,51.41700651,514.1700651,6000,418.3311381,5.864134083,21/10/2015,M,0
32,7000,35.76534507,357.6534507,6000,407.5747304,7.270546608,21/10/2015,M,0
31,10000,65.2990779,652.990779,9000,383.3159925,6.294725498,21/10/2015,M,1
37,6000,53.06490205,530.6490205,9000,553.9997684,8.682826709,21/10/2015,D,1
33,7000,57.85494541,578.5494541,6000,468.7335323,5.350531956,21/10/2015,M,1
24,7000,67.94687002,679.4687002,8000,466.7068568,4.470672824,21/10/2015,D,1
30,7000,61.37837625,613.7837625,9000,386.6440634,5.044360001,21/10/2015,S,1
29,10000,37.54853432,375.4853432,6000,474.1155799,6.447595833,21/10/2015,M,1
29,10000,69.75646247,697.5646247,5000,577.6287057,7.255850628,21/10/2015,D,1
24,10000,65.66138355,,7000,468.1739043,1.354081056,21/10/2015,S,1
21,6000,71.41903753,714.1903753,6000,335.9641557,0.241887714,21/10/2015,S,1
23,9000,67.69456084,676.9456084,9000,439.5398157,2.493415093,21/10/2015,M,1
36,9000,52.14916371,521.4916371,7000,438.0842909,8.380467379,21/10/2015,M,1
36,7000,72.36182725,723.6182725,8000,476.5627097,9.380086514,21/10/2015,S,1
20,9000,70.24361617,702.4361617,7000,360.0173165,0.255939778,21/10/2015,S,1
36,9000,75.294757,752.94757,9000,362.2584335,7.425476124,21/10/2015,S,1
26,9000,61.24374154,612.4374154,7000,438.4505822,,21/10/2015,S,1
24,6000,65.92165721,659.2165721,7000,349.744184,1.333504373,21/10/2015,S,1
26,8000,74.79857174,747.9857174,6000,372.8751269,5.598276292,21/10/2015,D,1
,8000,64.22955146,642.2955146,5000,,8.517850771,21/10/2015,D,1
19,9000,67.50076787,675.0076787,6000,549.698142,0.702558592,21/10/2015,M,1
22,8000,45.37778255,453.7778255,7000,370.4556918,0.229727689,21/10/2015,D,1
28,10000,63.34154688,633.4154688,6000,442.7391351,7.156003006,21/10/2015,S,1
32,7000,56.22499516,562.2499516,8000,407.802101,8.625758146,21/10/2015,D,1
32,8000,58.22113473,582.2113473,6000,356.6089319,7.500325254,21/10/2015,S,1
22,9000,62.06659889,620.6659889,6000,420.8075649,0.904974599,21/10/2015,S,1
27,8000,67.35433978,673.5433978,6000,438.3115935,3.724451127,21/10/2015,D,1
28,7000,48.82544178,488.2544178,8000,340.7437419,5.383335498,21/10/2015,M,1
38,8000,68.444984,684.44984,4000,482.382951,7.80071838,21/10/2015,S,1
24,6000,61.01119385,610.1119385,7000,429.2460347,5.581713383,21/10/2015,D,1
20,9000,53.52388972,535.2388972,7000,299.0338875,1.175229881,21/10/2015,S,1
30,9000,57.90729177,579.0729177,7000,356.0439538,4.59258465,21/10/2015,S,1
36,8000,35.85563342,358.5563342,5000,487.628635,6.44349618,21/10/2015,M,1
36,9000,58.80937922,588.0937922,6000,355.0458342,10.25271803,21/10/2015,M,1
33,8000,37.46262904,374.6262904,4000,376.4272377,8.592243281,21/10/2015,S,1
32,8000,60.33124411,603.3124411,8000,417.2188737,8.16426897,21/10/2015,S,1
42,6000,68.37869225,683.7869225,6000,361.4797426,10.27290838,21/10/2015,M,1
40,6000,67.69251015,676.9251015,4000,474.318821,8.47654112,21/10/2015,M,1
35,6000,71.51355578,715.1355578,7000,574.0239658,7.574494354,21/10/2015,M,1
32,7000,59.62521935,596.2521935,6000,424.2112719,7.120585385,21/10/2015,S,1
45,7000,61.13523236,611.3523236,5000,302.4644277,8.032611737,21/10/2015,M,1
24,9000,62.73026714,627.3026714,6000,348.8479031,4.691851258,21/10/2015,M,1
34,6000,83.86860751,838.6860751,6000,464.1936916,9.270946223,21/10/2015,M,1
34,7000,71.1493134,711.493134,5000,495.4947976,9.392466548,21/10/2015,S,1
30,7000,45.00317252,450.0317252,7000,456.002637,10.3760827,21/10/2015,M,1
37,6000,65.34826897,653.4826897,9000,400.9772945,10.02386872,21/10/2015,M,1
32,7000,57.56506532,575.6506532,7000,361.0591006,8.725993919,21/10/2015,M,1
18,9000,40.06986051,400.6986051,5000,478.1323319,0.121530431,21/10/2015,M,1
35,7000,48.83202932,488.3202932,8000,395.8511404,8.639731703,21/10/2015,S,1
27,8000,56.39236293,563.9236293,6000,378.2705699,4.088943124,21/10/2015,M,1
29,7000,85.05795344,850.5795344,8000,291.3333429,4.744620088,21/10/2015,M,1
36,7000,65.57004638,655.7004638,9000,333.2069874,6.605575294,21/10/2015,M,1
27,9000,46.8226984,468.226984,7000,472.5446789,8.512122664,21/10/2015,S,1
20,10000,56.97508705,569.7508705,5000,398.6048866,0.833262954,21/10/2015,M,1
21,6000,60.45742015,604.5742015,10000,177.831859,0.001376006,21/10/2015,M,1
20,6000,20.74045252,207.4045252,6000,412.5375388,0.818327733,22/10/2015,S,0
38,9000,43.20756667,432.0756667,5000,399.1282821,9.738289028,22/10/2015,D,0
20,9000,42.96280553,429.6280553,6000,395.2179717,1.558194745,22/10/2015,S,0
27,7000,35.45246769,354.5246769,8000,518.5319011,8.62248135,22/10/2015,S,0
26,9000,49.59117382,495.9117382,7000,492.5632712,6.603775624,22/10/2015,S,0
32,,40.45495681,404.5495681,6000,466.0633517,10.34941223,22/10/2015,S,0
61,6000,41.28890927,412.8890927,8000,553.7718402,6.309792409,22/10/2015,M,0
35,8000,32.56842189,325.6842189,6000,402.844225,10.4261449,22/10/2015,S,0
33,6000,44.01902783,440.1902783,8000,466.5887777,8.705777834,22/10/2015,S,0
27,7000,37.81035378,378.1035378,7000,361.3517411,2.035993013,22/10/2015,S,0
26,7000,36.20042723,362.0042723,7000,437.0127971,3.623276085,22/10/2015,M,0
31,10000,45.47405873,454.7405873,7000,391.7541058,6.209240187,22/10/2015,,0
36,6000,41.19539873,411.9539873,7000,468.5031445,7.202602816,22/10/2015,M,0
34,6000,36.10636801,361.0636801,6000,9999,7.869237324,22/10/2015,S,0
27,8000,36.67754179,366.7754179,6000,395.0171846,6.97896967,22/10/2015,S,0
30,6000,34.93269185,349.3269185,5000,501.9386426,4.697860358,22/10/2015,S,0
44,8000,32.91242462,329.1242462,7000,370.293738,10.64835846,22/10/2015,M,0
36,8000,53.83106637,538.3106637,8000,524.3701255,8.531282228,22/10/2015,S,0
24,7000,23.62459544,236.2459544,4000,395.1099557,4.563493447,22/10/2015,S,0
28,8000,31.21068708,312.1068708,5000,394.8820586,,22/10/2015,M,0
37,10000,38.96994307,389.6994307,7000,446.1010567,8.537680473,22/10/2015,S,0
31,8000,43.60351327,436.0351327,7000,389.3974902,8.477632959,22/10/2015,M,0
30,9000,32.22244653,322.2244653,6000,314.3187377,4.256561893,22/10/2015,D,1
44,8000,35.95718523,359.5718523,6000,475.2524922,10.38146768,22/10/2015,M,0
35,6000,40.65415473,406.5415473,5000,624.9747903,13.58653241,22/10/2015,S,0
30,8000,33.95344316,339.5344316,4000,445.5308297,4.885423329,22/10/2015,M,0
31,7000,42.06920754,420.6920754,5000,591.8033006,6.59578048,22/10/2015,M,0
25,8000,,437.5557353,7000,420.9335428,5.647389962,22/10/2015,M,1
29,9000,55.24002344,552.4002344,9000,553.6863362,10.17022215,22/10/2015,S,1
21,6000,59.34523214,593.4523214,8000,373.7820322,0.328551784,22/10/2015,M,1
36,8000,69.55308508,695.5308508,7000,393.5717631,6.656862805,22/10/2015,S,1
24,9000,54.67317161,546.7317161,7000,395.4011508,5.415160469,22/10/2015,D,1
23,8000,54.30273784,543.0273784,7000,241.2873969,1.639722448,22/10/2015,M,1
18,5000,51.79609361,517.9609361,6000,311.9114218,0.472901543,22/10/2015,S,1
32,8000,72.0684079,720.684079,,405.113869,8.049836666,22/10/2015,S,1
23,9000,68.12491857,681.2491857,9000,309.0467538,1.426541319,22/10/2015,M,1
33,7000,64.55135001,645.5135001,5000,457.0055768,9.159151215,22/10/2015,M,1
34,8000,73.05993692,730.5993692,7000,315.8503201,4.997083524,22/10/2015,S,1
23,7000,61.92577476,619.2577476,7000,493.5946693,1.027305943,22/10/2015,M,1
29,8000,69.0311169,690.311169,7000,393.4043273,5.728666369,22/10/2015,M,1
20,6000,60.57528337,605.7528337,8000,9999,1.694810148,22/10/2015,M,1
29,9000,51.39589045,513.9589045,6000,381.9981913,9.31440297,22/10/2015,S,1
30,9000,56.14129975,561.4129975,9000,417.948129,8.32839619,22/10/2015,M,1
22,9000,52.23316414,522.3316414,9000,345.4506479,0.605950376,22/10/2015,D,1
18,8000,58.07603344,580.7603344,4000,463.8044237,0.834267325,22/10/2015,S,1
41,6000,82.16091494,821.6091494,7000,387.4457348,10.48521821,22/10/2015,S,1
26,8000,77.82460444,778.2460444,7000,389.9806765,3.75920276,22/10/2015,M,1
21,8000,52.14021769,521.4021769,7000,347.4099764,0.26385865,22/10/2015,S,1
33,8000,43.18625514,431.8625514,7000,283.912534,7.80195354,22/10/2015,M,1
30,8000,64.19090696,641.9090696,6000,323.3042382,10.10575965,22/10/2015,,1
34,9000,57.54960438,575.4960438,7000,326.0649268,8.621521898,22/10/2015,S,1
32,8000,68.17050648,681.7050648,4000,374.5283573,5.187585642,22/10/2015,M,1
36,6000,57.19851797,571.9851797,7000,514.2715802,4.413885513,22/10/2015,S,1
27,7000,66.68672895,666.8672895,8000,314.1351736,6.199256202,22/10/2015,M,1
36,9000,65.30981398,653.0981398,6000,550.3364226,7.723595716,22/10/2015,S,1
22,8000,58.78879494,587.8879494,6000,408.5113407,0.86909611,22/10/2015,M,1
28,7000,65.87870926,658.7870926,7000,555.5287927,8.467528458,22/10/2015,M,1
20,8000,49.24052716,492.4052716,8000,9999,0.23029642,22/10/2015,S,1
29,6000,67.46505382,674.6505382,10000,356.8132852,4.457198311,22/10/2015,M,1
27,10000,64.47389129,644.7389129,5000,340.9513866,7.284809675,22/10/2015,M,1
26,7000,71.51425801,715.1425801,7000,342.1517938,4.775707586,22/10/2015,M,1
32,,63.23926899,632.3926899,4000,406.448316,8.099806159,22/10/2015,S,1
21,10000,64.86810258,648.6810258,5000,418.1382007,1.188199664,22/10/2015,S,1
24,7000,67.32855125,673.2855125,7000,475.3980338,4.782997847,22/10/2015,M,1
32,8000,72.87488394,728.7488394,8000,304.7985814,9.999599047,22/10/2015,S,1
38,5000,85.7507308,857.507308,7000,500.7263945,6.780610297,22/10/2015,D,1
25,9000,63.74940437,637.4940437,7000,470.1645069,4.875902812,22/10/2015,S,1
27,9000,50.12568716,501.2568716,5000,310.1850644,4.741140227,22/10/2015,S,1
36,8000,56.88582251,568.8582251,7000,389.5571474,7.307650833,22/10/2015,S,1
33,8000,41.16067561,411.6067561,6000,410.9482715,7.676919059,22/10/2015,M,1
27,7000,67.2911914,672.911914,8000,379.5497019,7.43782831,22/10/2015,M,1
21,9000,47.61344324,476.1344324,6000,417.6536861,,22/10/2015,S,1
19,8000,58.37049881,583.7049881,6000,573.4984988,0.013011012,22/10/2015,S,1
35,9000,57.26159802,572.6159802,3000,303.6685431,7.20592168,22/10/2015,M,1
19,6000,52.11819423,521.1819423,9000,,0.253537805,22/10/2015,S,1
25,6000,49.31096264,493.1096264,9000,504.8359506,4.743935555,23/10/2015,M,0
38,5000,29.67727981,296.7727981,8000,472.7534611,8.402592911,23/10/2015,M,0
20,8000,39.26492257,392.6492257,5000,489.5910258,0.340609497,23/10/2015,M,0
25,9000,29.00910744,290.0910744,8000,434.1164033,6.81636331,23/10/2015,M,0
31,8000,37.83056005,378.3056005,6000,474.7856149,7.538721215,23/10/2015,S,0
39,6000,43.08859068,430.8859068,6000,235.0890364,7.698856635,23/10/2015,M,0
45,8000,46.56587619,465.6587619,8000,210.0593179,8.576899212,23/10/2015,S,0
41,8000,41.97323869,419.7323869,10000,362.5508383,7.498273891,23/10/2015,S,0
37,6000,40.95497427,409.5497427,7000,490.5794342,8.992616828,23/10/2015,M,0
43,8000,47.69042198,476.9042198,7000,515.2388013,7.74171359,23/10/2015,S,0
45,9000,51.24682962,512.4682962,8000,509.6738873,10.61418271,23/10/2015,S,0
35,6000,40.29469779,402.9469779,7000,481.3656566,6.997787984,23/10/2015,S,0
30,6000,50.28205065,502.8205065,6000,437.9101349,8.840689434,23/10/2015,M,0
33,7000,38.62880701,386.2880701,8000,397.1404492,7.170167859,23/10/2015,S,0
32,7000,28.31666522,283.1666522,7000,456.5806974,7.58598459,23/10/2015,S,0
20,8000,38.88104496,388.8104496,6000,399.718493,1.885518019,23/10/2015,S,0
20,9000,34.65279277,346.5279277,5000,324.2033647,1.971646168,23/10/2015,M,0
42,8000,36.72737919,367.2737919,5000,398.6456516,6.92379355,23/10/2015,S,0
27,8000,60.87607447,608.7607447,6000,481.0502709,6.325598882,23/10/2015,M,1
21,9000,58.36850909,583.6850909,8000,384.7997608,1.852638724,23/10/2015,D,1
21,8000,67.84593182,678.4593182,7000,462.9766094,2.559980393,23/10/2015,S,1
33,7000,52.27332164,522.7332164,8000,382.6447479,5.610167911,23/10/2015,M,1
35,8000,46.94441427,469.4441427,8000,379.9428338,7.132888177,23/10/2015,S,1
21,7000,55.30556468,553.0556468,8000,536.7067736,2.07632367,23/10/2015,M,1
29,8000,56.09220839,560.9220839,6000,485.0380175,7.731144658,23/10/2015,S,1
30,7000,69.18741304,691.8741304,8000,350.0574333,6.866361027,23/10/2015,M,1
22,7000,52.97971846,529.7971846,9000,267.121274,0.009254639,23/10/2015,S,1
18,8000,63.19855888,631.9855888,8000,412.8478563,0.56614423,23/10/2015,M,1
19,8000,70.39269437,703.9269437,9000,417.6395405,0.048223794,23/10/2015,M,1
29,9000,60.70512628,607.0512628,8000,387.0088129,8.284920949,23/10/2015,S,1
33,9000,49.16111251,491.6111251,8000,338.3202666,11.69729271,23/10/2015,M,1
30,6000,65.15422435,651.5422435,6000,405.6432125,10.72177821,23/10/2015,M,1
34,7000,60.18431728,601.8431728,5000,406.1135882,8.392970543,23/10/2015,M,1
34,9000,57.15842281,571.5842281,7000,337.8381068,7.961984236,23/10/2015,S,1
33,10000,45.38118001,453.8118001,5000,415.253327,9.367951836,23/10/2015,M,1
27,9000,64.48753182,644.8753182,9000,426.6043047,5.488657429,23/10/2015,S,1
34,10000,40.71434275,407.1434275,7000,386.9114943,8.297587603,23/10/2015,M,1
31,7000,64.9932172,649.932172,5000,419.8450193,6.247415953,23/10/2015,D,1
25,9000,65.51145153,655.1145153,6000,275.9676705,2.14443757,23/10/2015,M,1
29,7000,57.38006039,573.8006039,7000,445.5984477,7.122776141,23/10/2015,M,1
28,6000,61.59560388,615.9560388,7000,343.682304,8.422863544,23/10/2015,S,1
32,7000,72.0305441,720.305441,7000,445.2767679,7.073986471,23/10/2015,M,1
33,7000,61.6977997,616.977997,8000,346.2407164,6.955692965,23/10/2015,M,1
25,7000,82.89032784,828.9032784,9000,286.6927788,4.297194553,23/10/2015,M,1
24,5000,73.85280436,738.5280436,9000,387.4811237,0.578536864,23/10/2015,M,0
25,9000,67.81783274,678.1783274,7000,371.5041953,3.171646243,23/10/2015,S,1
25,9000,62.65437992,626.5437992,7000,550.829271,1.207428035,23/10/2015,M,1
32,6000,58.2457397,582.457397,5000,482.3222976,9.017147694,23/10/2015,M,1
32,8000,71.25103673,712.5103673,6000,365.5869154,5.981970494,23/10/2015,M,1
44,5000,,664.0390932,6000,537.5534789,7.89201445,23/10/2015,M,1
27,8000,57.74107394,577.4107394,8000,297.362825,2.311070001,23/10/2015,M,1
23,8000,54.35385806,543.5385806,8000,475.2891335,2.44978246,23/10/2015,M,1
27,9000,45.36124243,453.6124243,8000,345.6326444,5.422159396,23/10/2015,M,1
37,7000,65.23411556,652.3411556,6000,,6.545714321,23/10/2015,M,1
35,9000,62.51276152,625.1276152,6000,377.8222611,9.808671402,23/10/2015,S,1
25,8000,68.1231003,681.231003,5000,367.0032042,0.126266793,23/10/2015,M,1
26,8000,67.37073766,673.7073766,9000,326.9869877,5.09147721,23/10/2015,S,1
29,9000,58.1149913,581.149913,3000,355.2081455,6.751067167,23/10/2015,D,1
28,6000,71.63932856,716.3932856,8000,369.0715886,6.418002595,23/10/2015,S,1
34,8000,40.66780881,406.6780881,6000,381.8662284,7.333218015,23/10/2015,M,1
32,6000,68.83033935,688.3033935,7000,502.7917289,10.28014533,23/10/2015,D,1
24,10000,47.46534283,474.6534283,4000,395.109917,4.224900774,23/10/2015,M,1
29,9000,63.28660251,632.8660251,6000,272.1069595,10.9546426,23/10/2015,M,1
20,6000,66.93300747,669.3300747,9000,408.554678,1.926684084,23/10/2015,M,1
20,7000,44.30266116,443.0266116,8000,350.8123142,0.31078218,23/10/2015,S,1
36,6000,86.52214263,865.2214263,7000,525.7192241,6.185165089,23/10/2015,M,1
23,5000,71.00802854,710.0802854,9000,9999,4.396887404,23/10/2015,M,1
18,8000,50.45958173,504.5958173,,397.9249726,0.070975489,24/10/2015,M,0
29,10000,41.65026907,416.5026907,7000,470.1353726,5.302691212,24/10/2015,M,0
38,10000,44.5734547,445.734547,6000,513.239331,5.201986614,24/10/2015,M,0
32,7000,45.99769855,459.9769855,6000,408.6837836,6.689572705,24/10/2015,S,0
29,8000,37.18866581,371.8866581,4000,349.8429902,10.09963667,24/10/2015,D,0
39,9000,39.6564907,396.564907,5000,349.1027185,7.206603571,24/10/2015,M,0
30,10000,38.29376674,382.9376674,7000,289.0157421,7.15631135,24/10/2015,S,0
32,10000,60.36274497,603.6274497,7000,392.0171797,5.235029033,24/10/2015,M,0
31,6000,44.54368889,445.4368889,6000,407.7372262,10.84086371,24/10/2015,S,0
30,,49.34375505,493.4375505,10000,330.2937826,2.453146048,24/10/2015,,0
36,7000,19.09352813,,5000,316.1867287,6.271250832,24/10/2015,S,0
22,7000,49.9010472,499.010472,6000,437.3171725,3.902071214,24/10/2015,M,0
25,10000,47.61644083,476.1644083,7000,289.2699919,0.777382171,24/10/2015,M,0
32,9000,39.03921655,390.3921655,8000,442.6802394,7.169619648,24/10/2015,M,0
19,8000,28.57422949,285.7422949,5000,442.7269696,0.012477378,24/10/2015,S,0
21,6000,35.29190016,352.9190016,5000,435.7536775,2.745457076,24/10/2015,M,0
22,8000,52.5954816,525.954816,7000,346.1042818,2.518412596,24/10/2015,S,0
47,9000,44.29363336,442.9363336,7000,305.3827085,6.427964406,24/10/2015,S,0
30,8000,66.26426207,,8000,315.5186151,9.527850745,24/10/2015,S,1
22,10000,31.50182675,315.0182675,4000,234.1820977,2.880510106,24/10/2015,M,1
28,8000,57.94920823,579.4920823,6000,247.6898498,2.806510835,24/10/2015,S,1
27,5000,71.1894132,711.894132,8000,486.9876859,7.156974334,24/10/2015,S,1
30,8000,69.64592157,696.4592157,6000,415.6878098,11.22897611,24/10/2015,M,1
27,8000,81.51975688,815.1975688,9000,515.00539,3.841828977,24/10/2015,S,1
31,8000,48.17324502,481.7324502,7000,410.9990206,9.096676238,24/10/2015,S,1
21,8000,78.48208994,784.8208994,6000,462.9358192,0.680254602,24/10/2015,S,1
28,9000,47.47293002,474.7293002,6000,371.0654664,8.409112441,24/10/2015,S,1
